name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
Kepler-1238 b,0,,0.172,4.147875590,,,,,,,,,transit,2016,16/05/10,19 51 37.3870,+40 09 46.2749,1709.4,1.30,1.48,0.05,6386.0,,Confirmed planets
Kepler-665 b,0,,0.232,16.013102050,,,,,,,,,transit,2016,16/05/10,19 48 06.1451,+48 28 42.9076,623.558,0.79,0.74,-0.03,4913.0,,Confirmed planets
Kepler-219 b,0,,0.26883,4.585512,,,,,,,,,transit,2014,14/02/26,19 14 57.3495,+46 45 45.2903,953.85,1.1710,1.491,,5786,,Confirmed planets
Kepler-219 c,0,,0.32625,22.714613,,,,,,,,,transit,2014,14/02/26,19 14 57.3495,+46 45 45.2903,953.85,1.1710,1.491,,5786,,Confirmed planets
Kepler-219 d,0,,0.25608,47.903645,,,,,,,,,transit,2014,14/02/26,19 14 57.3495,+46 45 45.2903,953.85,1.1710,1.491,,5786,,Confirmed planets
GJ 514 b,0,0.01636,0.190,140.43000000,0.422000,0.450000,-143.0000,,,,2.02000000000e+02,,RV,2022,22/04/01,13 30 01,+10 22 21,7.6177800,0.51,0.50,-0.140,3728.00,,Confirmed planets
Kepler-1485 b,0,,0.131,19.915772500,,,,,,,,,transit,2016,16/05/10,19 52 22.9003,+44 44 13.4698,626.723,1.11,1.12,0.02,6087.0,,Confirmed planets
K2-401 b,0,0.01810,0.202,6.29309900,,,,,,,,,transit,2022,22/03/01,10 19 57,+03 57 17,200.7270000,0.87,0.68,-0.098,4213.00,,Confirmed planets
HD 114783 b,0,1.10,,493.7,1.160,0.144,86,,,10,,,RV,2001,17/12/10,13 12 43.78556,-02 15 54.1335,20.50,0.853,0.78,0.33,5105.0,,Confirmed planets
HD 114783 c,0,0.611,,4319,4.92,0,6.5,,,,,,RV,2016,17/12/10,13 12 43.78556,-02 15 54.1335,20.50,0.853,0.78,0.33,5105.0,,Confirmed planets
HD 190228 b,0,5.03000,1.150,1143.59858000,2.406000,0.559000,97.2110,,,94.987,,,RV,2022,23/10/15,20 03 01,+28 18 24,62.7146000,1.42,2.59,-0.240,5360.00,,Confirmed planets
HN Lib b,0,0.01718,0.196,36.11600000,0.141700,0.079000,,,,,2.34400000000e+02,,RV,2023,23/10/15,14 34 16,-12 31 01,6.2444200,0.29,0.30,-0.180,3347.00,,Confirmed planets
HIP 38594 b,0,0.02549,,60.72200000,0.256000,0.170000,125.0000,,,,,,RV,2020,20/09/03,07 54 10.8827,-25 18 11.4205,17.80,0.61,,,,,Confirmed planets
HIP 38594 c,0,0.15228,,3477.76800000,3.805000,0.160000,196.0000,,,,,,RV,2020,20/09/03,07 54 10.8827,-25 18 11.4205,17.80,0.61,,,,,Confirmed planets
Kepler-526 b,0,,0.178,5.458498320,,,,,,,,,transit,2016,16/05/10,19 50 36.2245,+47 23 46.5942,679.117,1.15,1.14,0.34,5894.0,,Confirmed planets
Kepler-283 b,0,,0.19411,11.008151,,,,,,,,,transit,2014,14/02/26,19 34 27.2929,+47 50 20.4314,534.37,0.5960,0.566,,4351,,Confirmed planets
Kepler-283 c,0,,0.16586,92.743711,,,,,,,,,transit,2014,14/02/26,19 34 27.2929,+47 50 20.4314,534.37,0.5960,0.566,,4351,,Confirmed planets
Kepler-834 b,0,,0.180,13.323883010,,,,,,,,,transit,2016,16/05/10,19 08 13.0766,+45 10 49.2962,645.245,0.70,0.66,-0.13,4554.0,,Confirmed planets
Kepler-993 b,0,,0.265,22.085575630,,,,,,,,,transit,2016,16/05/10,19 30 27.3825,+44 23 40.7223,327.397,0.57,0.54,0.03,3843.0,,Confirmed planets
WASP-6 b,0,0.503,1.224,3.361006,0.0421,0.054,,,,88.47,1092.2,,transit,2008,12/04/08,23 12 37.7368,-22 40 26.2774,307,0.888,0.87,-0.2,5450.0,,Confirmed planets
Kepler-318 b,0,,0.42922,4.662715,,,,,,,,,transit,2014,14/02/26,19 53 55.8773,+46 47 37.0430,605.00,0.9800,1.189,,5746,,Confirmed planets
Kepler-318 c,0,,0.33536,11.815007,,,,,,,,,transit,2014,14/02/26,19 53 55.8773,+46 47 37.0430,605.00,0.9800,1.189,,5746,,Confirmed planets
Kepler-441 b,0,,0.146,207.2482,0.64,,,,,89.97,,,transit,2015,15/01/28,18 58 16.0587,+49 00 45.2160,284,0.0572,0.550,-0.57,4340,1.9,Confirmed planets
Kepler-1611 b,0,,0.072,5.176242900,,,,,,,,,transit,2016,16/05/10,19 46 02.8868,+49 43 39.9165,,0.94,0.93,0.01,5605.0,,Confirmed planets
Kepler-657 b,0,,0.314,24.543504180,,,,,,,,,transit,2016,16/05/10,19 24 47.3506,+47 18 28.0033,1778.73,1.01,1.01,0.03,5808.0,,Confirmed planets
Kepler-620 b,0,,0.296,12.913754310,,,,,,,,,transit,2016,16/05/10,19 24 38.2539,+51 20 05.5508,1410.24,1.15,1.22,0.03,6155.0,,Confirmed planets
Kepler-828 b,0,,0.135,0.567857140,,,,,,,,,transit,2016,16/05/10,19 07 32.9431,+42 28 16.4697,585.001,0.81,0.77,-0.02,5039.0,,Confirmed planets
Kepler-1326 b,0,,0.373,42.351426700,,,,,,,,,transit,2016,16/05/10,19 44 53.3177,+39 16 08.2246,712.099,1.45,1.74,0.02,6725.0,,Confirmed planets
Kepler-653 b,0,,0.174,14.707489760,,,,,,,,,transit,2016,16/05/10,18 48 51.1087,+46 43 04.1574,606.061,1.02,1.19,0.23,5665.0,,Confirmed planets
Kepler-653 c,0,,0.070,0.900376480,,,,,,,,,transit,2016,16/05/10,18 48 51.1087,+46 43 04.1574,606.061,1.02,1.19,0.23,5665.0,,Confirmed planets
Kepler-225 c,0,,0.16768,18.794234,,,,,,,,,transit,2014,14/02/26,19 28 46.5622,+47 27 25.5640,342.18,,0.480,,3682,,Confirmed planets
Kepler-225 b,0,,0.10936,6.738975,,,,,,,,,transit,2014,14/02/26,19 28 46.5622,+47 27 25.5640,342.18,,0.480,,3682,,Confirmed planets
Kepler-499 b,0,,0.194,5.632528450,,,,,,,,,transit,2016,16/05/10,19 40 26.3811,+43 54 54.6542,565.739,0.87,0.83,0.00,5312.0,,Confirmed planets
K2-157 b,0,,0.0946,0.365257,,,,,,77.0,,,transit,2018,18/07/24,12 15 00.3208,-05 46 55.1454,294.600,0.940,0.876,0.13,,,Confirmed planets
TOI-561 b,0,0.00500,0.127,0.44657800,0.010550,0.000000,90.0000,,,87.000,,,transit,2020,21/01/11,09 52 44,+06 12 58,85.80,0.79,0.85,-0.330,5455.00,,Confirmed planets
TOI-561 c,0,0.01699,0.257,10.77900000,0.088090,0.060000,200.0000,,,89.530,,,transit,2020,21/01/11,09 52 44,+06 12 58,85.80,0.79,0.85,-0.330,5455.00,,Confirmed planets
TOI-561 d,0,0.03760,0.226,25.62000000,0.156900,0.051000,246.0000,,,89.540,,,transit,2020,21/01/11,09 52 44,+06 12 58,85.80,0.79,0.85,-0.330,5455.00,,Controversial
TOI-561 e,0,0.05034,0.238,77.23000000,0.327400,0.061000,155.0000,,,89.750,,,transit,2020,21/01/11,09 52 44,+06 12 58,85.80,0.79,0.85,-0.330,5455.00,,Controversial
TOI-561 f,0,0.00944,0.207,16.28700000,0.117400,0.000000,,,,,750,,transit,2020,21/01/11,09 52 44,+06 12 58,85.80,0.79,0.85,-0.330,5455.00,,Controversial
HD 188015 A b,2,1.26,,456.46,1.19,0.15,,,,,,,RV,2004,12/12/08,19 52 04,+28 06 01,52.6,1.09,1.1,0.29,,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-353 c,0,,0.12576,8.410894,,,,,,,,,transit,2014,14/02/26,19 47 25.5847,+41 45 29.4197,370.06,0.5530,0.504,,3903,,Confirmed planets
Kepler-353 b,0,,0.08111,5.795278,,,,,,,,,transit,2014,14/02/26,19 47 25.5847,+41 45 29.4197,370.06,0.5530,0.504,,3903,,Confirmed planets
Kepler-711 b,0,,0.304,23.589143980,,,,,,,,,transit,2016,16/05/10,19 49 50.3993,+42 50 23.6679,635.768,0.84,0.80,-0.04,5222.0,,Confirmed planets
HAT-P-18 b,0,0.196,0.947,5.507978,0.0559,0.009,,,,88.79,841,,transit,2010,14/03/31,17 05 23.1475,+33 00 44.9391,166,0.770,0.717,0.1,4870,,Confirmed planets
Kepler-529 b,0,,0.166,1.980357660,,,,,,,,,transit,2016,16/05/10,19 03 33.2082,+47 52 49.3433,,1.07,1.14,-0.10,6087.0,,Confirmed planets
Kepler-529 c,0,,0.178,12.834502200,,,,,,,,,transit,2016,16/05/10,19 03 33.2082,+47 52 49.3433,,1.07,1.14,-0.10,6087.0,,Confirmed planets
Gliese 504 b,0,,0.96,,,,,,,,544,,imaging,2013,17/12/04,13 16 46.51596,+09 25 26.9590,17.56,1.16,1.36,0.13,5978,4.5,Confirmed planets
GJ 393 b,0,0.00538,,7.02679,0.05402,,,,,,485.0,,RV,2021,21/05/31,10 28 55.5513,+00 50 27.6018,7.0375,0.426,0.426,-0.09,3579.0,,Confirmed planets
Kepler-329 c,0,,0.17588,18.684737,,,,,,,,,transit,2014,14/02/26,19 57 04.3231,+45 13 38.7576,390.80,0.6020,0.523,,4257,,Confirmed planets
Kepler-329 b,0,,0.12758,7.416397,,,,,,,,,transit,2014,14/02/26,19 57 04.3231,+45 13 38.7576,390.80,0.6020,0.523,,4257,,Confirmed planets
HD 34445 b,0,0.629,,1056.7,2.075,0.014,115,,,,,,RV,2010,17/10/28,05 17 40.9804,+07 21 12.0547,45.37,1.07,1.38,0.14,5836,8.5,Confirmed planets
HD 34445 c,0,0.168,,214.67,,0.036,149,,,,,,RV,2017,17/10/20,05 17 40.9804,+07 21 12.0547,45.37,1.07,1.38,0.14,5836,8.5,Confirmed planets
HD 34445 d,0,0.097,,117.87,,0.027,246,,,,,,RV,2017,17/10/20,05 17 40.9804,+07 21 12.0547,45.37,1.07,1.38,0.14,5836,8.5,Confirmed planets
HD 34445 e,0,0.0529,,49.175,,0.090,304,,,,,,RV,2017,17/10/20,05 17 40.9804,+07 21 12.0547,45.37,1.07,1.38,0.14,5836,8.5,Confirmed planets
HD 34445 f,0,0.119,,676.8,,0.031,212,,,,,,RV,2017,17/10/20,05 17 40.9804,+07 21 12.0547,45.37,1.07,1.38,0.14,5836,8.5,Confirmed planets
HD 34445 g,0,0.38,,5700,,0.032,235,,,,,,RV,2017,17/10/20,05 17 40.9804,+07 21 12.0547,45.37,1.07,1.38,0.14,5836,8.5,Confirmed planets
Kepler-437 b,0,,0.191,66.65062,0.288,,,,,89.90,,,transit,2015,15/01/28,19 49 23.3655,+44 01 36.9642,417,0.707,0.680,0.00,4551,2.9,Confirmed planets
Kepler-1209 b,0,,0.135,25.369116000,,,,,,,,,transit,2016,16/05/10,19 10 20.3835,+49 09 17.1888,512.899,1.23,1.38,0.12,6210.0,,Confirmed planets
K2-288 B b,2,,0.170,31.39346300,0.164000,,,,,89.810,226,,transit,2018,19/01/10,03 41 46,+18 16 08,65.72,0.33,0.32,-0.210,3341.00,,"Confirmed planets, Planets in binary systems, S-type"
MOA-bin-1L b,0,3.7,,,8.3,,,,,,,,microlensing,2012,18/09/19,17 51 10.20,-29 47 38.3,5100,0.75,,,,,Confirmed planets
Kepler-622 b,0,,0.190,14.282266760,,,,,,,,,transit,2016,16/05/10,18 57 54.8324,+40 55 59.1867,287.117,0.64,0.61,-0.09,4201.0,,Confirmed planets
TOI-2000 b,0,0.03470,0.241,3.09833000,0.042710,0.000000,,,,84.590,1.48800000000e+03,,transit,2023,23/10/15,09 45 35,-66 41 12,175.7130000,1.08,1.13,0.439,5611.00,,Confirmed planets
TOI-2000 c,0,0.25700,0.727,9.12705500,0.087800,0.063000,196.0000,,,87.860,1.03800000000e+03,,transit,2023,23/10/15,09 45 35,-66 41 12,175.7130000,1.08,1.13,0.439,5611.00,,Confirmed planets
Kepler-34 (AB) b,1,0.22,0.764,288.822,1.0896,0.182,,,,90.355,,,transit,2012,12/01/11,19 45 45,+44 38 30,1500,,,,,,"Confirmed planets, Planets in binary systems, P-type"
HD 32963 b,0,0.70,,2372,3.41,0.07,107,,,,,,RV,2015,15/12/18,05 07 55.76384,+26 19 40.6623,36.39,0.94,,0.11,5727,4.99,Confirmed planets
Kepler-1952 b,0,0.00650,0.111,27.21080017,0.172400,0.000000,,,,80.020,7.25000000000e+02,,transit,2021,22/09/15,19 12 18,+43 57 31,852.0620000,0.92,1.31,-0.340,5973.00,,Confirmed planets
Kepler-1459 b,0,,0.121,62.869161100,,,,,,,,,transit,2016,16/05/10,18 49 41.5277,+46 00 50.4299,461.51,0.78,0.74,0.01,4828.0,,Confirmed planets
Kepler-1883 b,0,0.03340,0.290,103.42700200,0.443800,0.000000,,,,90.000,4.16000000000e+02,,transit,2021,22/02/01,19 27 41,+42 00 09,1377.6100000,1.09,1.02,-0.120,6208.00,,Confirmed planets
HIP 35173 b,0,0.03996,,41.51600000,0.217000,0.160000,10.7300,,,,,,RV,2019,19/05/23,07 16 10.6750,-03 39 57.2724,33.19,0.79,,,4881.00,,Confirmed planets
HD 20003 b,0,0.0378,,11.849,0.0974,0.4,,,,,751.7,,RV,2011,11/09/12,03 07 37.9173,-72 19 18.7956,43.8,,,,5940.0,,Confirmed planets
HD 20003 c,0,0.0422,,33.823,0.1961,0.16,,,,,534.5,,RV,2011,11/09/12,03 07 37.9173,-72 19 18.7956,43.8,,,,5940.0,,Confirmed planets
Kepler-569 b,0,,0.282,34.188905210,,,,,,,,,transit,2016,16/05/10,18 54 01.7407,+48 33 09.4005,650.237,0.95,0.93,0.01,5616.0,,Confirmed planets
TrES-1 b,0,0.761,1.099,3.0300722,0.0393,0.0,,,,88.4,,,transit,2004,11/02/09,19 04 09.8516,+36 37 57.4459,157,0.88,0.85,0.001,5250,,Confirmed planets
K2-240 c,0,,0.161,20.52300000,0.115900,,,,,89.660,389,,transit,2018,18/06/21,15 11 23.9073,-17 52 30.7961,70.00,0.58,0.54,-0.100,3810.00,,Confirmed planets
K2-240 b,0,,0.178,6.03400000,0.051300,,,,,89.260,586,,transit,2018,18/06/21,15 11 23.9073,-17 52 30.7961,70.00,0.58,0.54,-0.100,3810.00,,Confirmed planets
KOI-195 b,0,0.34,1.09,3.21751883,0.0414,,,,,85.74,1300,,transit,2014,14/10/02,19 17 44.3197,+49 28 24.3051,880,0.91,0.92,-0.21,5725,3,Confirmed planets
Kepler-1885 b,0,0.00910,0.135,2.52255988,0.036000,0.000000,,,,63.800,1.20500000000e+03,,transit,2021,22/02/01,19 15 00,+47 29 27,818.4820000,0.98,0.86,0.070,5591.00,,Confirmed planets
Kepler-178 b,0,,0.26428,9.576694,,,,,,,,,transit,2014,14/02/26,19 08 24.2566,+46 53 47.3599,963.58,0.8900,1.066,,5676,,Confirmed planets
Kepler-178 d,0,,0.35996,96.678988,,,,,,,,,transit,2014,14/02/26,19 08 24.2566,+46 53 47.3599,963.58,0.8900,1.066,,5676,,Confirmed planets
Kepler-178 c,0,,0.26246,20.552802,,,,,,,,,transit,2014,14/02/26,19 08 24.2566,+46 53 47.3599,963.58,0.8900,1.066,,5676,,Confirmed planets
Kepler-1217 b,0,,0.178,2.032325070,,,,,,,,,transit,2016,16/05/10,19 16 44.8010,+50 56 15.2396,1401.74,1.06,1.08,0.07,5905.0,,Confirmed planets
Kepler-773 b,0,,0.128,3.749100060,,,,,,,,,transit,2016,16/05/10,19 23 32.3203,+38 03 27.2683,555.803,1.04,1.01,0.05,5850.0,,Confirmed planets
Kepler-19 b,0,0.02643,,9.28716000,,0.120000,59.1000,,,,,,transit,2011,17/04/13,19 21 40.9995,+37 51 06.4362,219.95,0.94,0.86,-0.080,5544.00,,Confirmed planets
Kepler-19 c,0,0.04122,,28.73100000,,0.210000,23.8000,,,,,,timing,2011,17/04/13,19 21 40.9995,+37 51 06.4362,219.95,0.94,0.86,-0.080,5544.00,,Confirmed planets
Kepler-19 d,0,0.07079,,62.95000000,,0.050000,55.2000,,,,,,RV,2017,17/04/13,19 21 40.9995,+37 51 06.4362,219.95,0.94,0.86,-0.080,5544.00,,Confirmed planets
HD 96700 b,0,0.0284,,8.1256,0.0774,0.1,,,,,1001.4,,RV,2011,11/09/12,11 07 54.4269,-30 10 28.4451,25.6,,,,5940.0,,Confirmed planets
HD 96700 c,0,0.04,,103.49,0.422,0.37,,,,,425.4,,RV,2011,11/09/12,11 07 54.4269,-30 10 28.4451,25.6,,,,5940.0,,Confirmed planets
Kepler-1799 b,0,0.05010,0.368,11.92969990,0.102800,0.000000,,,,89.990,7.70000000000e+02,,transit,2021,22/02/01,19 13 14,+51 28 42,2254.6900000,1.02,0.92,0.000,5831.00,,Confirmed planets
Kepler-945 b,0,,0.235,31.003381400,,,,,,,,,transit,2016,16/05/10,19 25 04.7401,+42 05 45.7662,,0.97,0.97,-0.01,5718.0,,Confirmed planets
Kepler-1377 b,0,,0.112,0.740928420,,,,,,,,,transit,2016,16/05/10,19 16 46.9091,+46 39 05.9572,1183.85,0.86,0.82,0.05,5218.0,,Confirmed planets
Kepler-520 b,0,,0.148,19.674161240,,,,,,,,,transit,2016,16/05/10,19 32 43.2753,+41 37 03.9270,747.943,1.10,1.09,-0.03,6112.0,,Confirmed planets
Kepler-520 c,0,,0.095,5.211042610,,,,,,,,,transit,2016,16/05/10,19 32 43.2753,+41 37 03.9270,747.943,1.10,1.09,-0.03,6112.0,,Confirmed planets
HD 113996 b,0,6.30000,,610.20000000,1.600000,0.280000,92.0600,,,,,,RV,2017,17/11/30,13 07 10.7300,+27 37 29.0585,116.34,1.49,25.11,0.130,4181.00,,Confirmed planets
OGLE-TR-56 b,0,1.3,1.2,1.211909,0.0225,0.0,,,,78.8,1390.3,,transit,2002,10/06/24,17 56 35.5015,-29 32 21.4767,1500,1.17,1.32,,5940.0,,Confirmed planets
K2-320 b,0,,0.234,1.99500000,0.014200,,,,,87.840,698,,transit,2020,20/09/03,10 53 01,+05 18 24,109.07,0.12,0.30,,3157.00,,Confirmed planets
NGTS-14 A b,2,0.092,0.44,3.5357173,0.0403,0.0,,,,86.7,1143.0,,transit,2021,21/01/12,21 54 04.00,-38 22 39.00,325.1,0.898,0.842,0.1,5187.0,,"Confirmed planets, Planets in binary systems, S-type"
K2-346 b,0,0.01800,0.202,26.20144600,,,,,,89.517,4.50000000000e+02,,transit,2016,21/10/03,08 23 57,+22 39 48,105.5800000,0.71,0.70,-0.180,4801.00,,Confirmed planets
WASP-172 b,0,0.47,1.57,5.477433,0.0694,,,,,86.7,1740,,transit,2018,18/03/06,13 17 44.1223,-47 14 15.2770,562,1.49,1.91,-0.1,6900,1.8,Confirmed planets
Kepler-1693 b,0,,0.115,12.09990000,,,,,,,,,transit,2020,20/09/03,19 20 48,+48 11 09,776.92,,0.89,,5356.00,,Confirmed planets
Kepler-644 b,0,,0.281,3.173917100,,,,,,,,,transit,2016,16/05/10,19 41 54.1747,+43 29 35.2746,1369.11,1.49,1.81,0.08,6747.0,,Confirmed planets
Kepler-1592 b,0,,0.137,3.057100690,,,,,,,,,transit,2016,16/05/10,19 35 24.1534,+38 23 51.9145,1717.92,1.18,1.28,0.04,6213.0,,Confirmed planets
Kepler-714 b,0,,0.863,8.098887990,,,,,,,,,transit,2016,16/05/10,18 50 47.8787,+43 16 21.8794,,1.09,1.12,0.04,5995.0,,Confirmed planets
WTS-2 b,0,1.12,1.363,1.0187068,0.01855,,,,,83.55,2000,,RV,2014,14/02/25,19 34 55.8667,+36 48 55.8471,1030.7,0.82,0.752,0.2,5000,,Confirmed planets
HD 142022 A b,2,5.1,,1928,3.03,0.53,,,,10,112.3,,RV,2005,12/12/08,16 10 15,-84 13 53,35.87,0.99,0.705,0.19,5382.0,,"Confirmed planets, Planets in binary systems, S-type"
KMT-2021-BLG-1554 b,0,0.12,,,0.84,,,,,,,,microlensing,2022,22/05/26,17 51 13.00,-31 51 52.00,7680.0,0.08,,,,,Confirmed planets
KMT-2019-BLG-1953L b,0,0.64000,,,,,,,,,,,microlensing,2020,20/09/03,17 56 28,-28 12 04,7040.00,0.31,,,,,Confirmed planets
HIP 105854 b,0,8.20000,,184.20000000,0.810000,0.020000,343.2000,,,,,,RV,2014,14/06/11,21 26 22.8744,-37 49 45.9539,78.80,2.10,,0.310,4780.00,,Confirmed planets
WASP-108 b,0,0.892,1.284,2.6755463,0.0397,,,,,88.49,1590,,transit,2014,14/10/14,13 03 18.7182,-49 38 22.8319,220,1.167,1.215,0.05,6000,6.4,Confirmed planets
HD 31527 b,0,0.0363,,16.546,0.1253,0.13,,,,,770.9,,RV,2011,11/09/12,04 55 38.3827,-23 14 30.7589,38.6,,,,5940.0,,Confirmed planets
HD 31527 c,0,0.0498,,51.284,0.2665,0.11,,,,,528.8,,RV,2011,11/09/12,04 55 38.3827,-23 14 30.7589,38.6,,,,5940.0,,Confirmed planets
HD 31527 d,0,0.0519,,274.49,0.8181,0.38,,,,,299.2,,RV,2011,11/09/12,04 55 38.3827,-23 14 30.7589,38.6,,,,5940.0,,Confirmed planets
WISE J033605.05-014350.4 b,0,8.25000,1.120,2560.00000000,0.970000,,,,,,3.25000000000e+02,,imaging,2023,23/10/15,03 36 05,-01 43 50,,0.01,,,415.00,,Confirmed planets
K2-138 g,0,,0.284,41.96645000,0.228700,,,,,89.290,445,,transit,2021,21/03/04,23 15 48,-10 50 59,202.59,0.92,0.84,0.134,5283.00,,Confirmed planets
K2-138 b,0,,0.133,2.35321000,0.033800,,,,,87.720,1157,,transit,2017,21/03/04,23 15 48,-10 50 59,202.59,0.92,0.84,0.134,5283.00,,Confirmed planets
K2-138 c,0,,0.202,3.56015000,0.044200,,,,,88.590,1012,,transit,2017,21/03/04,23 15 48,-10 50 59,202.59,0.92,0.84,0.134,5283.00,,Confirmed planets
K2-138 d,0,,0.219,5.40484000,0.057500,,,,,89.110,888,,transit,2017,21/03/04,23 15 48,-10 50 59,202.59,0.92,0.84,0.134,5283.00,,Confirmed planets
K2-138 e,0,,0.277,8.26147000,0.079200,,,,,88.920,757,,transit,2017,21/03/04,23 15 48,-10 50 59,202.59,0.92,0.84,0.134,5283.00,,Confirmed planets
K2-138 f,0,,0.244,12.75758000,0.106400,,,,,88.990,653,,transit,2017,21/03/04,23 15 48,-10 50 59,202.59,0.92,0.84,0.134,5283.00,,Confirmed planets
Kepler-331 b,0,,0.16586,8.457496,,,,,,,,,transit,2014,14/02/26,19 27 20.2410,+39 18 26.4843,466.86,0.6530,0.492,,4347,,Confirmed planets
Kepler-331 c,0,,0.16768,17.281110,,,,,,,,,transit,2014,14/02/26,19 27 20.2410,+39 18 26.4843,466.86,0.6530,0.492,,4347,,Confirmed planets
Kepler-331 d,0,,0.14945,32.134328,,,,,,,,,transit,2014,14/02/26,19 27 20.2410,+39 18 26.4843,466.86,0.6530,0.492,,4347,,Confirmed planets
Kepler-815 b,0,,0.367,8.575035520,,,,,,,,,transit,2016,16/05/10,19 00 53.0660,+47 52 52.8201,1306.85,1.25,3.42,-0.03,5028.0,,Confirmed planets
Kepler-270 b,0,,0.18317,11.476094,,,,,,,,,transit,2014,14/02/26,18 48 48.0254,+44 25 20.1854,1098.10,1.1700,1.461,,6067,,Confirmed planets
Kepler-270 c,0,,0.16130,25.262887,,,,,,,,,transit,2014,14/02/26,18 48 48.0254,+44 25 20.1854,1098.10,1.1700,1.461,,6067,,Confirmed planets
K2-195 b,0,,0.2623,15.85354,,,,,,89.0,,,transit,2018,18/07/24,13 19 19.5635,-08 30 34.1363,499.800,0.963,0.906,-0.09,,,Confirmed planets
K2-195 c,0,,0.2302,28.4828,,,,,,88.5,,,transit,2018,18/07/24,13 19 19.5635,-08 30 34.1363,499.800,0.963,0.906,-0.09,,,Confirmed planets
EPIC 203311200 b,0,,0.51,540,1.25,,,,,,,,transit,2015,17/12/09,16 03 54.3405,-26 33 13.4138,437,0.91,0.94,,5200,,Controversial
Kepler-636 b,0,,0.397,16.080661150,,,,,,,,,transit,2016,16/05/10,19 34 22.0931,+41 05 42.5186,504.566,0.85,0.80,-0.02,5203.0,,Confirmed planets
HATS-17 b,0,1.338,0.777,16.254611,0.1308,,,,,89.08,,,transit,2015,15/11/01,12 48 45.5453,-47 36 49.2878,339,1.131,1.091,0.300,5846,2.1,Confirmed planets
TOI-564 b,0,1.46300,1.020,1.65114400,0.027340,0.072000,94.0000,,,78.380,1714,,transit,2020,21/01/28,08 41 10.8395,-16 02 10.6079,197.40,1.00,1.09,0.143,5640.00,,Confirmed planets
HATS-8 b,0,0.138,0.873,3.583893,0.04667,,,,,87.8,1324,,transit,2015,15/06/03,19 39 46.0127,-25 44 54.0091,829,1.056,1.086,0.210,5679,5.1,Confirmed planets
HAT-P-30 b,2,0.711,1.340,2.810595,0.0419,0.035,,,,83.6,1552.5,,transit,2011,12/11/24,08 15 48,+05 50 12,193,1.242,1.215,0.13,6304,1.0,"Confirmed planets, Planets in binary systems, S-type"
HD 218566 b,0,0.21,,225.7,0.6873,0.3,36,,,,,,RV,2010,15/11/03,23 09 10.72771,-02 15 38.6775,28.55,0.85,0.86,0.38,4820.0,8.5,Confirmed planets
HD 9446 b,0,0.7,,30.052,0.189,0.2,,,,,586.1,,RV,2010,10/01/05,01 33 20.1848,+29 15 54.5389,53,1,1,0.09,5793.0,,Confirmed planets
HD 9446 c,0,1.82,,192.9,0.654,0.06,,,,,315.8,,RV,2010,10/01/05,01 33 20.1848,+29 15 54.5389,53,1,1,0.09,5793.0,,Confirmed planets
Kepler-957 b,0,,0.491,5.907413540,,,,,,,,,transit,2016,16/05/10,19 20 37.5226,+48 49 08.3452,844.381,0.81,0.75,-0.01,4963.0,,Confirmed planets
TOI-4010 d,0,0.12003,0.551,14.70886000,0.113000,0.070000,109.0000,,,89.000,6.50000000000e+02,,transit,2023,23/10/15,01 20 52,+66 04 20,177.5040000,0.88,0.83,0.370,4960.00,,Confirmed planets
TOI-4010 b,0,0.03461,0.269,1.34833500,0.022900,0.030000,0.0000,,,88.100,1.44100000000e+03,,transit,2023,23/10/15,01 20 52,+66 04 20,177.5040000,0.88,0.83,0.370,4960.00,,Confirmed planets
TOI-4010 e,0,2.17728,1.190,762.00000000,1.570000,0.260000,138.0000,,,,1.74000000000e+02,,RV,2023,23/10/15,01 20 52,+66 04 20,177.5040000,0.88,0.83,0.370,4960.00,,Confirmed planets
TOI-4010 c,0,0.06390,0.529,5.41465400,0.058000,0.030000,57.0000,,,88.800,9.07000000000e+02,,transit,2023,23/10/15,01 20 52,+66 04 20,177.5040000,0.88,0.83,0.370,4960.00,,Confirmed planets
Kepler-42 b,0,,0.07108,1.21376,0.0116,,,,,,,,transit,2012,12/01/11,19 28 52.5687,+44 37 08.9902,38.7,0.13,0.17,-0.3,,,Confirmed planets
Kepler-42 c,0,,0.0665,0.4532,0.0060,,,,,,,,transit,2012,12/01/11,19 28 52.5687,+44 37 08.9902,38.7,0.13,0.17,-0.3,,,Confirmed planets
Kepler-42 d,0,,0.0519,1.865,0.0154,,,,,,,,transit,2012,12/01/11,19 28 52.5687,+44 37 08.9902,38.7,0.13,0.17,-0.3,,,Confirmed planets
Kepler-1443 b,0,,0.087,2.418113210,,,,,,,,,transit,2016,16/05/10,18 53 44.5820,+47 04 00.6385,603.064,1.19,1.27,0.00,6289.0,,Confirmed planets
Kepler-903 b,0,,0.179,10.350772100,,,,,,,,,transit,2016,16/05/10,19 15 05.0446,+40 39 51.1192,1425.31,0.98,0.97,0.05,5682.0,,Confirmed planets
Kepler-903 c,0,,0.226,62.922855700,,,,,,,,,transit,2016,16/05/10,19 15 05.0446,+40 39 51.1192,1425.31,0.98,0.97,0.05,5682.0,,Confirmed planets
